gene_stable_id	hgnc_symbol	chromosome_scaffold_name	gene_start_bp	gene_end_bp	gene_percent_gc_content	gene_type
ENSG00000041353	RAB27B	18	54717860	54895516	37.74	protein_coding
ENSG00000197872	FAM49A	2	16549459	16666331	42.98	protein_coding
ENSG00000196358	NTNG2	9	132161676	132244534	55.11	protein_coding
ENSG00000198467	TPM2	9	35681992	35690121	55.07	protein_coding
ENSG00000196584	XRCC2	7	152644779	152676165	42.57	protein_coding
ENSG00000215906	LACTBL1	1	22953043	22965338	52.25	protein_coding
ENSG00000104325	DECR1	8	90001405	90052092	38.15	protein_coding
ENSG00000153064	BANK1	4	101411286	102074812	36.28	protein_coding
ENSG00000184640	SEPT9	17	77280569	77500596	54.75	protein_coding
ENSG00000162654	GBP4	1	89181148	89198932	38.85	protein_coding
ENSG00000105662	CRTC1	19	18683677	18782333	56.04	protein_coding
ENSG00000133710	SPINK5	5	148025683	148137289	35.55	protein_coding
ENSG00000188394	GPR21	9	123034527	123035696	45.81	protein_coding
ENSG00000178921	PFAS	17	8247618	8270491	51.84	protein_coding
ENSG00000283740	TAF11L11	5	17604177	17605377	52.12	protein_coding
ENSG00000249156	TAF11L12	5	17610496	17611583	51.29	protein_coding
ENSG00000130300	PLVAP	19	17351448	17377350	51.72	protein_coding
ENSG00000185291	IL3RA	23	1336616	1382689	54.54	protein_coding
ENSG00000165953	SERPINA12	14	94487274	94517844	47.92	protein_coding
ENSG00000164841	TMEM74	8	108606850	108787615	37.41	protein_coding
ENSG00000197497	ZNF665	19	53159213	53193386	45.26	protein_coding
ENSG00000273269	NA	2	47065941	47176511	44.84	protein_coding
ENSG00000239605	STPG4	2	47045538	47155378	47.3	protein_coding
ENSG00000135999	EPC2	2	148644440	148787568	37.09	protein_coding
ENSG00000166348	USP54	10	73497538	73625953	42.16	protein_coding
ENSG00000140932	CMTM2	16	66579448	66588275	46.47	protein_coding
ENSG00000196646	ZNF136	19	12163064	12189881	44.4	protein_coding
ENSG00000155918	RAET1L	6	150018334	150025532	52.49	protein_coding
ENSG00000137414	FAM8A1	6	17600355	17611719	40.23	protein_coding
ENSG00000188293	IGFL1	19	46229752	46231243	56.3	protein_coding
ENSG00000158806	NPM2	8	22024125	22036897	48.45	protein_coding
ENSG00000143933	CALM2	2	47160082	47176601	39.71	protein_coding
ENSG00000198870	STKLD1	9	133376367	133406096	54.49	protein_coding
ENSG00000130303	BST2	19	17402939	17405648	58.38	protein_coding
ENSG00000174417	TRHR	8	109086621	109119584	37.93	protein_coding
ENSG00000158079	PTPDC1	9	94030794	94109856	39.39	protein_coding
ENSG00000248405	PRR5-ARHGAP8	22	44702233	44862706	52.76	protein_coding
ENSG00000285733	NA	6	169419969	169702047	42.44	protein_coding
ENSG00000100665	SERPINA4	14	94561091	94569913	47.81	protein_coding
ENSG00000269720	CCDC194	19	17390509	17394158	57.59	protein_coding
ENSG00000075420	FNDC3B	3	172039628	172401665	39.76	protein_coding
ENSG00000130726	TRIM28	19	58544091	58550722	59.3	protein_coding
ENSG00000267978	MAGEA9B	23	149581653	149587453	58.2	protein_coding
ENSG00000064607	SUGP2	19	18990888	19034023	50	protein_coding
ENSG00000137309	HMGA1	6	34236873	34246231	57.83	protein_coding
ENSG00000198858	R3HDM4	19	896503	913245	58.93	protein_coding
ENSG00000271741	NA	1	34981533	35031741	39.8	protein_coding
ENSG00000120533	ENY2	8	109334324	109345953	37.11	protein_coding
ENSG00000196935	SRGAP1	12	63844293	64162221	39.46	protein_coding
ENSG00000178971	CTC1	17	8224821	8248095	48.9	protein_coding
ENSG00000227868	TEX46	1	23010834	23015850	45.88	protein_coding
ENSG00000284773	NA	1	34974356	34985313	50.52	protein_coding
ENSG00000196136	SERPINA3	14	94612377	94624055	50.89	protein_coding
ENSG00000271824	SMIM32	5	136191468	136193134	67.01	protein_coding
ENSG00000163867	ZMYM6	1	34986165	35031968	38.8	protein_coding
ENSG00000165584	SSX3	23	48346428	48356707	44.22	protein_coding
ENSG00000165175	MID1IP1	23	38801432	38806537	53.8	protein_coding
ENSG00000184574	LPAR5	12	6618835	6636447	51.51	protein_coding
ENSG00000111879	FAM184A	6	118959763	119149387	39.55	protein_coding
ENSG00000185304	RGPD2	2	87755955	87825952	39.61	protein_coding
ENSG00000273259	NA	14	94592058	94624646	49.31	protein_coding
ENSG00000188488	SERPINA5	14	94561442	94593120	49.18	protein_coding
ENSG00000111644	ACRBP	12	6638075	6647460	51.76	protein_coding
ENSG00000163710	PCOLCE2	3	142815922	142889206	40.92	protein_coding
ENSG00000170291	ELP5	17	7251416	7259940	51.3	protein_coding
ENSG00000111247	RAD51AP1	12	4538798	4560048	36.4	protein_coding
ENSG00000185758	CLDN24	4	183321764	183322426	51.13	protein_coding
ENSG00000115232	ITGA4	2	181457202	181536187	36.12	protein_coding
ENSG00000243749	TMEM35B	1	34981535	34985353	51.77	protein_coding
ENSG00000186654	PRR5	22	44668547	44737681	56.73	protein_coding
ENSG00000120526	NUDCD1	8	109240919	109334385	36.6	protein_coding
ENSG00000197857	ZNF44	19	12224686	12294887	43.35	protein_coding
ENSG00000104763	ASAH1	8	18055992	18084998	40.73	protein_coding
ENSG00000124171	PARD6B	20	50731544	50756795	41.09	protein_coding
ENSG00000109618	SEPSECS	4	25120014	25160442	36.27	protein_coding
ENSG00000053438	NNAT	20	37521206	37523693	54.14	protein_coding
ENSG00000107651	SEC23IP	10	119892711	119944658	40.11	protein_coding
ENSG00000171992	SYNPO	5	150601080	150659220	52.53	protein_coding
ENSG00000180398	MCFD2	2	46901870	46941855	45.38	protein_coding
ENSG00000154451	GBP5	1	89258950	89272804	38.29	protein_coding
ENSG00000144724	PTPRG	3	61561569	62297613	40.79	protein_coding
ENSG00000166619	BLCAP	20	37492472	37527931	47.98	protein_coding
ENSG00000124243	BCAS4	20	50794894	50882676	50.85	protein_coding
ENSG00000235169	SMIM1	1	3772761	3775982	64.96	protein_coding
ENSG00000156564	LRFN2	6	40391586	40587465	48.51	protein_coding
ENSG00000139734	DIAPH3	13	59665583	60163987	35.91	protein_coding
ENSG00000274211	SOCS7	17	38352228	38405593	44.99	protein_coding
ENSG00000140319	SRP14	15	40035739	40039188	43.51	protein_coding
ENSG00000168564	CDKN2AIP	4	183444591	183448198	43.85	protein_coding
ENSG00000131019	ULBP3	6	150063150	150069095	54.66	protein_coding
ENSG00000164129	NPY5R	4	163343939	163351934	38.17	protein_coding
ENSG00000189159	JPT1	17	75135248	75168281	46.27	protein_coding
ENSG00000068024	HDAC4	2	239048168	239401654	51.33	protein_coding
ENSG00000131375	CAPN7	3	15206152	15252918	37.11	protein_coding
ENSG00000125551	PLGLB2	2	87748087	87758793	39.78	protein_coding
ENSG00000130724	CHMP2A	19	58551566	58555124	54.26	protein_coding
ENSG00000130764	LRRC47	1	3778558	3796504	54.71	protein_coding
ENSG00000111652	COPS7A	12	6723741	6731875	50.55	protein_coding
ENSG00000164128	NPY1R	4	163323961	163344832	39.52	protein_coding
ENSG00000100296	THOC5	22	29505879	29555216	47.17	protein_coding
ENSG00000169100	SLC25A6	23	1386152	1392724	58.91	protein_coding
ENSG00000189409	MMP23B	1	1632095	1635263	70.43	protein_coding
ENSG00000144476	ACKR3	2	236567787	236582358	50.01	protein_coding
ENSG00000162992	NEUROD1	2	181673088	181680876	39.48	protein_coding
ENSG00000197928	ZNF677	19	53235381	53254898	38.84	protein_coding
ENSG00000159307	SCUBE1	22	43197283	43343388	55.48	protein_coding
ENSG00000123560	PLP1	23	103773718	103792619	44.51	protein_coding
ENSG00000133627	ACTR3B	7	152759749	152855378	43.36	protein_coding
ENSG00000109099	PMP22	17	15229777	15265357	45.53	protein_coding
ENSG00000198231	DDX42	17	63773603	63819317	42	protein_coding
ENSG00000084652	TXLNA	1	32179686	32198285	50.3	protein_coding
ENSG00000174173	TRMT10C	3	101561862	101566446	41.24	protein_coding
ENSG00000113161	HMGCR	5	75336329	75362104	37.88	protein_coding
ENSG00000076984	MAP2K7	19	7903843	7914478	63.14	protein_coding
ENSG00000119912	IDE	10	92451684	92574076	40.71	protein_coding
ENSG00000198729	PPP1R14C	6	150143076	150250357	43.9	protein_coding
ENSG00000133422	MORC2	22	30925130	30968298	45.11	protein_coding
ENSG00000122550	KLHL7	7	23105758	23177914	38.72	protein_coding
ENSG00000068724	TTC7A	2	46916157	47076137	50.88	protein_coding
ENSG00000114405	C3orf14	3	62318973	62336213	35.7	protein_coding
ENSG00000139350	NEDD1	12	96907223	96953777	35.02	protein_coding
ENSG00000115221	ITGB6	2	160099666	160200313	39.26	protein_coding
ENSG00000109625	CPZ	4	8592660	8619759	58.28	protein_coding
ENSG00000136250	AOAH	7	36512949	36724549	41.56	protein_coding
ENSG00000143125	PROK1	1	110451200	110457354	50.74	protein_coding
ENSG00000090863	GLG1	16	74447427	74607144	42.38	protein_coding
ENSG00000196131	VN1R2	19	53258292	53261837	43.32	protein_coding
ENSG00000228567	VN1R4	19	53266676	53267723	48	protein_coding
ENSG00000163098	BIRC8	19	53289601	53291626	48.42	protein_coding
ENSG00000130024	PHF10	6	169703905	169725566	39.5	protein_coding
ENSG00000170296	GABARAP	17	7240014	7242770	50.38	protein_coding
ENSG00000183347	GBP6	1	89364058	89386461	38.68	protein_coding
ENSG00000188612	SUMO2	17	75165586	75182983	46.32	protein_coding
ENSG00000140465	CYP1A1	15	74719542	74725610	51.33	protein_coding
ENSG00000159692	CTBP1	4	1211448	1249953	60.99	protein_coding
ENSG00000107290	SETX	9	132261356	132354985	41	protein_coding
ENSG00000241484	ARHGAP8	22	44752558	44862788	51.22	protein_coding
ENSG00000224420	ADM5	19	49688664	49690575	63.65	protein_coding
ENSG00000155269	GPR78	4	8558725	8619761	53.96	protein_coding
ENSG00000114993	RTKN	2	74425836	74442422	53.87	protein_coding
ENSG00000126457	PRMT1	19	49675786	49689029	58.23	protein_coding
ENSG00000174206	C12orf66	12	64186316	64222296	39.91	protein_coding
ENSG00000128573	FOXP2	7	114086327	114693772	34.83	protein_coding
ENSG00000175826	CTDNEP1	17	7243591	7252491	52.53	protein_coding
ENSG00000213799	ZNF845	19	53333746	53356906	44.15	protein_coding
ENSG00000169641	LUZP1	1	23084023	23177808	43.28	protein_coding
ENSG00000163625	WDFY3	4	84669610	84966391	36.88	protein_coding
ENSG00000185775	SPATA31A6	9	42183659	42189882	52.97	protein_coding
ENSG00000132972	RNF17	13	24764152	24879921	37.98	protein_coding
ENSG00000096696	DSP	6	7541575	7586717	42.33	protein_coding
ENSG00000198909	MAP3K3	17	63622415	63696303	45.21	protein_coding
ENSG00000004487	KDM1A	1	23019443	23083689	39.17	protein_coding
ENSG00000125508	SRMS	20	63540810	63547504	64.24	protein_coding
ENSG00000067955	CBFB	16	67029116	67101058	40.45	protein_coding
ENSG00000185306	C12orf56	12	64264762	64391192	41.68	protein_coding
ENSG00000169093	ASMTL	23	1403139	1453762	52.23	protein_coding
ENSG00000169019	COMMD8	4	47450796	47463719	36.41	protein_coding
ENSG00000185127	C6orf120	6	169702190	169704856	45.78	protein_coding
ENSG00000130725	UBE2M	19	58555712	58558960	61.71	protein_coding
ENSG00000111885	MAN1A1	6	119177209	119349761	37.6	protein_coding
ENSG00000134769	DTNA	18	34493290	34891844	37.99	protein_coding
ENSG00000160633	SAFB	19	5623035	5668478	47.35	protein_coding
ENSG00000172269	DPAGT1	11	119096503	119108331	50.74	protein_coding
ENSG00000234289	H2BFS	21	43565189	43565648	60.22	protein_coding
ENSG00000283321	NA	7	17299295	17467234	37.22	protein_coding
ENSG00000081154	PCNP	3	101574095	101594437	39.82	protein_coding
ENSG00000160207	HSF2BP	21	43529192	43659493	43.01	protein_coding
ENSG00000155660	PDIA4	7	149003062	149028641	50.87	protein_coding
ENSG00000106546	AHR	7	16916359	17346152	36.63	protein_coding
ENSG00000198612	COPS8	2	237085312	237100466	39.13	protein_coding
ENSG00000134042	MRO	18	50795120	50825402	44.16	protein_coding
ENSG00000087338	GMCL1	2	69829642	69881396	37.77	protein_coding
ENSG00000138650	PCDH10	4	133149315	133208606	33.92	protein_coding
ENSG00000268738	HSFX2	23	149592515	149594716	56.4	protein_coding
ENSG00000111711	GOLT1B	12	21501781	21518408	35.99	protein_coding
ENSG00000111875	ASF1A	6	118894220	118909167	39.13	protein_coding
ENSG00000184232	OAF	11	120210767	120230332	55.67	protein_coding
ENSG00000111877	MCM9	6	118813442	118935162	39.07	protein_coding
ENSG00000075539	FRYL	4	48497361	48780322	36.94	protein_coding
ENSG00000163803	PLB1	2	28457145	28643788	47.11	protein_coding
ENSG00000130544	ZNF557	19	7069444	7087968	45.81	protein_coding
ENSG00000181733	OR2Z1	19	8721634	8732160	46.99	protein_coding
ENSG00000275832	ARHGAP23	17	38419280	38512392	55.44	protein_coding
ENSG00000122304	PRM2	16	11275639	11276480	59.74	protein_coding
ENSG00000177426	TGIF1	18	3411608	3459978	43.85	protein_coding
ENSG00000168556	ING2	4	183504994	183511096	46.91	protein_coding
ENSG00000101132	PFDN4	20	54207847	54228052	41.84	protein_coding
ENSG00000048052	HDAC9	7	18086949	19002416	36.13	protein_coding
ENSG00000175643	RMI2	16	11249619	11381662	49.94	protein_coding
ENSG00000203805	PLPP4	10	120456954	120589855	42.31	protein_coding
ENSG00000270800	RPS10-NUDT3	6	34284887	34426071	43.33	protein_coding
ENSG00000161544	CYGB	17	76527356	76551175	56.15	protein_coding
ENSG00000099326	MZF1	19	58561931	58573575	55.33	protein_coding
ENSG00000164591	MYOZ3	5	150660874	150679365	49.08	protein_coding
ENSG00000088808	PPP1R13B	14	103733195	103847590	44.5	protein_coding
ENSG00000095370	SH2D3C	9	127738317	127778741	53.99	protein_coding
ENSG00000178257	PRM3	16	11273218	11273641	63.68	protein_coding
ENSG00000169213	RAB3B	1	51907956	51990764	44.37	protein_coding
ENSG00000175646	PRM1	16	11280836	11281350	55.92	protein_coding
ENSG00000109084	TMEM97	17	28319095	28328685	44.52	protein_coding
ENSG00000172375	C2CD2L	11	119102198	119118544	52.4	protein_coding
ENSG00000214140	PRCD	17	76527586	76553578	55	protein_coding
ENSG00000197822	OCLN	5	69492292	69558104	42.9	protein_coding
ENSG00000141449	GREB1L	18	21242242	21525417	40.54	protein_coding
ENSG00000109919	MTCH2	11	47617315	47642623	43.47	protein_coding
ENSG00000185338	SOCS1	16	11254405	11256200	68.65	protein_coding
ENSG00000262526	NA	17	7240427	7244635	52.84	protein_coding
ENSG00000179361	ARID3B	15	74541177	74598131	46.67	protein_coding
ENSG00000069020	MAST4	5	66596361	67169595	39.2	protein_coding
ENSG00000262302	NA	17	7246829	7262089	53.22	protein_coding
ENSG00000184117	NIPSNAP1	22	29554808	29581337	50.23	protein_coding
ENSG00000178279	TNP2	16	11267748	11269533	48.21	protein_coding
ENSG00000181885	CLDN7	17	7259903	7263983	61.53	protein_coding
ENSG00000109083	IFT20	17	28328325	28335489	47.79	protein_coding
ENSG00000188897	NA	16	11359845	11527245	50.71	protein_coding
ENSG00000272325	NUDT3	6	34279679	34392674	42.12	protein_coding
ENSG00000143105	KCNA10	1	110517217	110519175	50.33	protein_coding
ENSG00000071054	MAP4K4	2	101696850	101894689	41.04	protein_coding
ENSG00000124614	RPS10	6	34417454	34426125	47.56	protein_coding
ENSG00000177301	KCNA2	1	110519837	110631474	47.29	protein_coding
ENSG00000160813	PPP1R35	7	100435282	100436565	67.13	protein_coding
ENSG00000125304	TM9SF2	13	99446311	99564006	40.68	protein_coding
ENSG00000173511	VEGFB	11	64234538	64238793	61.25	protein_coding
ENSG00000162129	CLPB	11	72285495	72434680	45.77	protein_coding
ENSG00000167173	C15orf39	15	75195643	75212169	58.35	protein_coding
ENSG00000173585	CCR9	3	45886504	45903177	43.96	protein_coding
ENSG00000285854	NA	12	21536203	21657798	37.43	protein_coding
ENSG00000111713	GYS2	12	21536189	21604847	37.1	protein_coding
ENSG00000169169	CPT1C	19	49690898	49713731	53.01	protein_coding
ENSG00000166925	TSC22D4	7	100463359	100479279	58.03	protein_coding
ENSG00000125695	NA	17	63702845	63752097	44.94	protein_coding
ENSG00000160050	CCDC28B	1	32200386	32205387	54.62	protein_coding
ENSG00000184786	TCTE3	6	169740114	169751587	38.54	protein_coding
ENSG00000149483	TMEM138	11	61362001	61369509	48.08	protein_coding
ENSG00000108588	CCDC47	17	63745250	63776351	42.02	protein_coding
ENSG00000163818	LZTFL1	3	45823316	45916042	42.03	protein_coding
ENSG00000157796	WDR19	4	39182404	39285810	39.3	protein_coding
ENSG00000147443	DOK2	8	21908873	21913860	59.44	protein_coding
ENSG00000100711	ZFYVE21	14	103715730	103733668	56.98	protein_coding
ENSG00000121361	KCNJ8	12	21764955	21775581	40.62	protein_coding
ENSG00000177272	KCNA3	1	110672465	110675033	57.84	protein_coding
ENSG00000138160	KIF11	10	92593286	92655395	39.18	protein_coding
ENSG00000101134	DOK5	20	54475597	54651171	39.92	protein_coding
ENSG00000175787	ZNF169	9	94259311	94301454	41.54	protein_coding
ENSG00000134548	SPX	12	21526307	21541249	38.71	protein_coding
ENSG00000185955	C7orf61	7	100456615	100464271	49.93	protein_coding
ENSG00000143119	CD53	1	110871188	110899928	39.53	protein_coding
ENSG00000160051	IQCC	1	32205661	32208687	55.4	protein_coding
ENSG00000179859	RNF227	17	7913324	7916276	51.68	protein_coding
ENSG00000111716	LDHB	12	21635342	21757857	38.01	protein_coding
ENSG00000144741	SLC25A26	3	66133610	66388116	40.15	protein_coding
ENSG00000129682	FGF13	23	138614731	139222777	39.07	protein_coding
ENSG00000162144	CYB561A3	11	61348745	61362299	52.14	protein_coding
ENSG00000203857	HSD3B1	1	119507198	119515054	44.53	protein_coding
ENSG00000125975	C20orf173	20	35523186	35529652	49.91	protein_coding
ENSG00000167778	SPRYD3	12	53064316	53079420	53.98	protein_coding
ENSG00000084693	AGBL5	2	27042364	27070622	48.47	protein_coding
ENSG00000266173	STRADA	17	63682336	63741986	48.88	protein_coding
ENSG00000055957	ITIH1	3	52777592	52792068	54.92	protein_coding
ENSG00000130254	SAFB2	19	5586999	5624046	49.34	protein_coding
ENSG00000164327	RICTOR	5	38937919	39074408	35.53	protein_coding
ENSG00000196417	ZNF765	19	53389793	53430413	44.73	protein_coding
ENSG00000267645	NA	7	102637049	102671641	51.83	protein_coding
ENSG00000188878	FBF1	17	75909574	75941140	53.45	protein_coding
ENSG00000121316	PLBD1	12	14503661	14568349	40.69	protein_coding
ENSG00000205238	SPDYE2	7	102551232	102562308	51.28	protein_coding
ENSG00000115993	TRAK2	2	201377207	201451579	37.73	protein_coding
ENSG00000268009	SSX4	23	48383516	48393347	44.95	protein_coding
ENSG00000121931	LRIF1	1	110947185	110964079	36.58	protein_coding
ENSG00000272949	NA	7	102483344	102543764	55.76	protein_coding
ENSG00000204311	PJVK	2	178451346	178461409	39.79	protein_coding
ENSG00000143067	ZNF697	1	119619422	119647773	44.33	protein_coding
ENSG00000188167	TMPPE	3	33090421	33096801	49.95	protein_coding
ENSG00000285437	POLR2J3	7	102562133	102572583	49.29	protein_coding
ENSG00000063046	EIF4B	12	53006158	53042209	42.8	protein_coding
ENSG00000170266	GLB1	3	32996608	33097230	44.03	protein_coding
ENSG00000070019	GUCY2C	12	14612632	14696585	39.57	protein_coding
ENSG00000115306	SPTBN1	2	54456285	54671445	42.78	protein_coding
ENSG00000186577	SMIM29	6	34246380	34249470	61.63	protein_coding
ENSG00000189045	ANKDD1B	5	75611459	75671846	41.32	protein_coding
ENSG00000269791	SSX4B	23	48402078	48411910	44.94	protein_coding
ENSG00000203326	ZNF525	19	53365693	53392217	43.64	protein_coding
ENSG00000086589	RBM22	5	150690794	150701107	43.27	protein_coding
ENSG00000170667	RASA4B	7	102482445	102517781	56.85	protein_coding
ENSG00000130023	ERMARD	6	169751622	169781584	43.29	protein_coding
ENSG00000179604	CDC42EP4	17	73283624	73312175	52.99	protein_coding
ENSG00000009765	IYD	6	150368892	150405969	41.6	protein_coding
ENSG00000144749	LRIG1	3	66378797	66501263	46.07	protein_coding
ENSG00000080573	COL5A3	19	9959561	10010471	52.34	protein_coding
ENSG00000100401	RANGAP1	22	41245611	41286251	53.26	protein_coding
ENSG00000180228	PRKRA	2	178431414	178451512	39.65	protein_coding
ENSG00000082146	STRADB	2	201387858	201480846	38.23	protein_coding
ENSG00000125482	TTF1	9	132375548	132406851	44.83	protein_coding
ENSG00000196557	CACNA1H	16	1153121	1221772	65.12	protein_coding
ENSG00000228474	OST4	2	27070472	27071773	56.45	protein_coding
ENSG00000049167	ERCC8	5	60873831	60945073	37.16	protein_coding
ENSG00000232258	TMEM114	16	8537605	8590193	46.9	protein_coding
ENSG00000166471	TMEM41B	11	9280654	9314780	42.5	protein_coding
ENSG00000100442	FKBP3	14	45115600	45135319	40.63	protein_coding
ENSG00000173678	SPDYE2B	7	102650325	102661398	51.28	protein_coding
ENSG00000104081	BMF	15	40087890	40108892	52.46	protein_coding
ENSG00000204316	MRPL38	17	75898643	75905413	57.66	protein_coding
ENSG00000124596	OARD1	6	41033627	41097787	44.19	protein_coding
ENSG00000069018	TRPC7	5	136213320	136365545	42.51	protein_coding
